Line,Station,Direction,transition_date,transition_hour,number_of_passenger,RemainingCapacity
M5,Necip Fazıl,Üsküdar to Samandıra Merkez,2024-09-08,0,20,247.65
M5,Çekmeköy,Üsküdar to Samandıra Merkez,2024-09-08,0,71,252.36
M5,Meclis,Üsküdar to Samandıra Merkez,2024-09-08,0,19,205.04
M5,Sarıgazi,Üsküdar to Samandıra Merkez,2024-09-08,0,0,220.13
M5,Sancaktepe,Üsküdar to Samandıra Merkez,2024-09-08,0,11,250.9
M5,Samandıra Merkez,Üsküdar to Samandıra Merkez,2024-09-08,0,0,360.0
M5,Samandıra Merkez,Samandıra Merkez to Üsküdar,2024-09-08,0,0,360.0
M5,Sancaktepe,Samandıra Merkez to Üsküdar,2024-09-08,0,11,360.0
M5,Sarıgazi,Samandıra Merkez to Üsküdar,2024-09-08,0,0,349.0
M5,Meclis,Samandıra Merkez to Üsküdar,2024-09-08,0,19,351.42
M5,Çekmeköy,Samandıra Merkez to Üsküdar,2024-09-08,0,71,334.31
M5,Necip Fazıl,Samandıra Merkez to Üsküdar,2024-09-08,0,20,268.96
M5,Dudullu,Samandıra Merkez to Üsküdar,2024-09-08,0,34,268.99
M5,İmam Hatip Lisesi,Samandıra Merkez to Üsküdar,2024-09-08,0,0,275.94
M5,Altınşehir,Samandıra Merkez to Üsküdar,2024-09-08,0,0,294.44
M5,Ihlamurkuyu,Samandıra Merkez to Üsküdar,2024-09-08,0,34,308.86
M5,Çakmak,Samandıra Merkez to Üsküdar,2024-09-08,0,64,286.11
M5,Yamanevler,Samandıra Merkez to Üsküdar,2024-09-08,0,24,238.37
M5,Çarşı,Samandıra Merkez to Üsküdar,2024-09-08,0,69,241.13
M5,Ümraniye,Samandıra Merkez to Üsküdar,2024-09-08,0,61,198.28
M5,Bulgurlu,Samandıra Merkez to Üsküdar,2024-09-08,0,49,172.86
M5,Kısıklı,Samandıra Merkez to Üsküdar,2024-09-08,0,13,165.03
M5,Altunizade,Samandıra Merkez to Üsküdar,2024-09-08,0,444,194.92
M5,Bağlarbaşı,Samandıra Merkez to Üsküdar,2024-09-08,0,29,0.0
M5,Fıstıkağacı,Samandıra Merkez to Üsküdar,2024-09-08,0,0,50.2
M5,Üsküdar,Samandıra Merkez to Üsküdar,2024-09-08,0,600,360.0
M5,Üsküdar,Üsküdar to Samandıra Merkez,2024-09-08,1,384,360.0
M5,Fıstıkağacı,Üsküdar to Samandıra Merkez,2024-09-08,1,0,0.0
M5,Bağlarbaşı,Üsküdar to Samandıra Merkez,2024-09-08,1,12,79.2
M5,Altunizade,Üsküdar to Samandıra Merkez,2024-09-08,1,253,128.98
M5,Kısıklı,Üsküdar to Samandıra Merkez,2024-09-08,1,10,0.0
M5,Bulgurlu,Üsküdar to Samandıra Merkez,2024-09-08,1,17,69.2
M5,Ümraniye,Üsküdar to Samandıra Merkez,2024-09-08,1,30,116.18
M5,Çarşı,Üsküdar to Samandıra Merkez,2024-09-08,1,11,139.82
M5,Yamanevler,Üsküdar to Samandıra Merkez,2024-09-08,1,6,177.26
M5,Çakmak,Üsküdar to Samandıra Merkez,2024-09-08,1,12,211.46
M5,Ihlamurkuyu,Üsküdar to Samandıra Merkez,2024-09-08,1,13,232.14
M5,Altınşehir,Üsküdar to Samandıra Merkez,2024-09-08,1,0,247.27
M5,İmam Hatip Lisesi,Üsküdar to Samandıra Merkez,2024-09-08,1,0,272.07
M5,Dudullu,Üsküdar to Samandıra Merkez,2024-09-08,1,9,291.41
M5,Necip Fazıl,Üsküdar to Samandıra Merkez,2024-09-08,1,9,313.28
M5,Çekmeköy,Üsküdar to Samandıra Merkez,2024-09-08,1,26,314.56
M5,Meclis,Üsküdar to Samandıra Merkez,2024-09-08,1,3,298.55
M5,Sarıgazi,Üsküdar to Samandıra Merkez,2024-09-08,1,0,309.07
M5,Sancaktepe,Üsküdar to Samandıra Merkez,2024-09-08,1,2,320.28
M5,Samandıra Merkez,Üsküdar to Samandıra Merkez,2024-09-08,1,0,360.0
M5,Samandıra Merkez,Samandıra Merkez to Üsküdar,2024-09-08,1,0,360.0
M5,Sancaktepe,Samandıra Merkez to Üsküdar,2024-09-08,1,2,360.0
M5,Sarıgazi,Samandıra Merkez to Üsküdar,2024-09-08,1,0,358.0
M5,Meclis,Samandıra Merkez to Üsküdar,2024-09-08,1,3,358.44
M5,Çekmeköy,Samandıra Merkez to Üsküdar,2024-09-08,1,26,355.78
M5,Necip Fazıl,Samandıra Merkez to Üsküdar,2024-09-08,1,9,330.71
M5,Dudullu,Samandıra Merkez to Üsküdar,2024-09-08,1,9,328.15
M5,İmam Hatip Lisesi,Samandıra Merkez to Üsküdar,2024-09-08,1,0,333.48
M5,Altınşehir,Samandıra Merkez to Üsküdar,2024-09-08,1,0,339.32
M5,Ihlamurkuyu,Samandıra Merkez to Üsküdar,2024-09-08,1,13,343.87
M5,Çakmak,Samandıra Merkez to Üsküdar,2024-09-08,1,12,334.42
M5,Yamanevler,Samandıra Merkez to Üsküdar,2024-09-08,1,6,328.05
M5,Çarşı,Samandıra Merkez to Üsküdar,2024-09-08,1,11,329.08
M5,Ümraniye,Samandıra Merkez to Üsküdar,2024-09-08,1,30,324.88
M5,Bulgurlu,Samandıra Merkez to Üsküdar,2024-09-08,1,17,302.61
M5,Kısıklı,Samandıra Merkez to Üsküdar,2024-09-08,1,10,298.23
M5,Altunizade,Samandıra Merkez to Üsküdar,2024-09-08,1,253,301.82
M5,Bağlarbaşı,Samandıra Merkez to Üsküdar,2024-09-08,1,12,61.62
M5,Fıstıkağacı,Samandıra Merkez to Üsküdar,2024-09-08,1,0,115.26
M5,Üsküdar,Samandıra Merkez to Üsküdar,2024-09-08,1,384,360.0
M5,Üsküdar,Üsküdar to Samandıra Merkez,2024-09-08,2,145,360.0
M5,Fıstıkağacı,Üsküdar to Samandıra Merkez,2024-09-08,2,0,215.0
M5,Bağlarbaşı,Üsküdar to Samandıra Merkez,2024-09-08,2,4,246.9
M5,Altunizade,Üsküdar to Samandıra Merkez,2024-09-08,2,110,267.78
M5,Kısıklı,Üsküdar to Samandıra Merkez,2024-09-08,2,7,178.07
M5,Bulgurlu,Üsküdar to Samandıra Merkez,2024-09-08,2,11,211.09
M5,Ümraniye,Üsküdar to Samandıra Merkez,2024-09-08,2,14,232.85
M5,Çarşı,Üsküdar to Samandıra Merkez,2024-09-08,2,5,246.83
M5,Yamanevler,Üsküdar to Samandıra Merkez,2024-09-08,2,5,266.72
M5,Çakmak,Üsküdar to Samandıra Merkez,2024-09-08,2,4,282.24
M5,Ihlamurkuyu,Üsküdar to Samandıra Merkez,2024-09-08,2,6,295.35
M5,Altınşehir,Üsküdar to Samandıra Merkez,2024-09-08,2,0,303.57
M5,İmam Hatip Lisesi,Üsküdar to Samandıra Merkez,2024-09-08,2,0,315.99
M5,Dudullu,Üsküdar to Samandıra Merkez,2024-09-08,2,8,325.67
M5,Necip Fazıl,Üsküdar to Samandıra Merkez,2024-09-08,2,3,333.12
M5,Çekmeköy,Üsküdar to Samandıra Merkez,2024-09-08,2,18,336.03
M5,Meclis,Üsküdar to Samandıra Merkez,2024-09-08,2,1,323.31
M5,Sarıgazi,Üsküdar to Samandıra Merkez,2024-09-08,2,0,330.38
M5,Sancaktepe,Üsküdar to Samandıra Merkez,2024-09-08,2,1,336.9
M5,Samandıra Merkez,Üsküdar to Samandıra Merkez,2024-09-08,2,0,360.0
M5,Samandıra Merkez,Samandıra Merkez to Üsküdar,2024-09-08,2,0,360.0
M5,Sancaktepe,Samandıra Merkez to Üsküdar,2024-09-08,2,1,360.0
M5,Sarıgazi,Samandıra Merkez to Üsküdar,2024-09-08,2,0,359.0
M5,Meclis,Samandıra Merkez to Üsküdar,2024-09-08,2,1,359.22
M5,Çekmeköy,Samandıra Merkez to Üsküdar,2024-09-08,2,18,358.39
M5,Necip Fazıl,Samandıra Merkez to Üsküdar,2024-09-08,2,3,340.75
M5,Dudullu,Samandıra Merkez to Üsküdar,2024-09-08,2,8,341.98
M5,İmam Hatip Lisesi,Samandıra Merkez to Üsküdar,2024-09-08,2,0,342.09
M5,Altınşehir,Samandıra Merkez to Üsküdar,2024-09-08,2,0,346.03
M5,Ihlamurkuyu,Samandıra Merkez to Üsküdar,2024-09-08,2,6,349.1
M5,Çakmak,Samandıra Merkez to Üsküdar,2024-09-08,2,4,345.5
M5,Yamanevler,Samandıra Merkez to Üsküdar,2024-09-08,2,5,344.69
M5,Çarşı,Samandıra Merkez to Üsküdar,2024-09-08,2,5,343.06
M5,Ümraniye,Samandıra Merkez to Üsküdar,2024-09-08,2,14,341.79
M5,Bulgurlu,Samandıra Merkez to Üsküdar,2024-09-08,2,11,331.79
M5,Kısıklı,Samandıra Merkez to Üsküdar,2024-09-08,2,7,327.0
M5,Altunizade,Samandıra Merkez to Üsküdar,2024-09-08,2,110,327.26
M5,Bağlarbaşı,Samandıra Merkez to Üsküdar,2024-09-08,2,4,224.46
M5,Fıstıkağacı,Samandıra Merkez to Üsküdar,2024-09-08,2,0,250.28
M5,Üsküdar,Samandıra Merkez to Üsküdar,2024-09-08,2,145,360.0
M5,Üsküdar,Üsküdar to Samandıra Merkez,2024-09-08,3,32,360.0
M5,Fıstıkağacı,Üsküdar to Samandıra Merkez,2024-09-08,3,0,328.0
M5,Bağlarbaşı,Üsküdar to Samandıra Merkez,2024-09-08,3,5,335.04
M5,Altunizade,Üsküdar to Samandıra Merkez,2024-09-08,3,78,335.53
M5,Kısıklı,Üsküdar to Samandıra Merkez,2024-09-08,3,1,262.91
M5,Bulgurlu,Üsküdar to Samandıra Merkez,2024-09-08,3,3,283.27
M5,Ümraniye,Üsküdar to Samandıra Merkez,2024-09-08,3,3,297.15
M5,Çarşı,Üsküdar to Samandıra Merkez,2024-09-08,3,3,307.98
M5,Yamanevler,Üsküdar to Samandıra Merkez,2024-09-08,3,3,316.42
M5,Çakmak,Üsküdar to Samandıra Merkez,2024-09-08,3,9,323.01
M5,Ihlamurkuyu,Üsküdar to Samandıra Merkez,2024-09-08,3,2,322.15
M5,Altınşehir,Üsküdar to Samandıra Merkez,2024-09-08,3,0,328.48
M5,İmam Hatip Lisesi,Üsküdar to Samandıra Merkez,2024-09-08,3,0,335.41
M5,Dudullu,Üsküdar to Samandıra Merkez,2024-09-08,3,3,340.82
M5,Necip Fazıl,Üsküdar to Samandıra Merkez,2024-09-08,3,2,346.45
M5,Çekmeköy,Üsküdar to Samandıra Merkez,2024-09-08,3,3,347.43
M5,Meclis,Üsküdar to Samandıra Merkez,2024-09-08,3,0,347.2
M5,Sarıgazi,Üsküdar to Samandıra Merkez,2024-09-08,3,0,350.01
M5,Sancaktepe,Üsküdar to Samandıra Merkez,2024-09-08,3,0,352.21
M5,Samandıra Merkez,Üsküdar to Samandıra Merkez,2024-09-08,3,0,360.0
M5,Samandıra Merkez,Samandıra Merkez to Üsküdar,2024-09-08,3,0,360.0
M5,Sancaktepe,Samandıra Merkez to Üsküdar,2024-09-08,3,0,360.0
M5,Sarıgazi,Samandıra Merkez to Üsküdar,2024-09-08,3,0,360.0
M5,Meclis,Samandıra Merkez to Üsküdar,2024-09-08,3,0,360.0
M5,Çekmeköy,Samandıra Merkez to Üsküdar,2024-09-08,3,3,360.0
M5,Necip Fazıl,Samandıra Merkez to Üsküdar,2024-09-08,3,2,357.0
M5,Dudullu,Samandıra Merkez to Üsküdar,2024-09-08,3,3,355.66
M5,İmam Hatip Lisesi,Samandıra Merkez to Üsküdar,2024-09-08,3,0,354.61
M5,Altınşehir,Samandıra Merkez to Üsküdar,2024-09-08,3,0,355.8
M5,Ihlamurkuyu,Samandıra Merkez to Üsküdar,2024-09-08,3,2,356.72
M5,Çakmak,Samandıra Merkez to Üsküdar,2024-09-08,3,9,355.44
M5,Yamanevler,Samandıra Merkez to Üsküdar,2024-09-08,3,3,347.45
M5,Çarşı,Samandıra Merkez to Üsküdar,2024-09-08,3,3,347.21
M5,Ümraniye,Samandıra Merkez to Üsküdar,2024-09-08,3,3,347.02
M5,Bulgurlu,Samandıra Merkez to Üsküdar,2024-09-08,3,3,346.88
M5,Kısıklı,Samandıra Merkez to Üsküdar,2024-09-08,3,1,346.76
M5,Altunizade,Samandıra Merkez to Üsküdar,2024-09-08,3,78,348.68
M5,Bağlarbaşı,Samandıra Merkez to Üsküdar,2024-09-08,3,5,273.17
M5,Fıstıkağacı,Samandıra Merkez to Üsküdar,2024-09-08,3,0,287.27
M5,Üsküdar,Samandıra Merkez to Üsküdar,2024-09-08,3,32,360.0
M5,Üsküdar,Üsküdar to Samandıra Merkez,2024-09-08,4,19,360.0
M5,Fıstıkağacı,Üsküdar to Samandıra Merkez,2024-09-08,4,0,341.0
M5,Bağlarbaşı,Üsküdar to Samandıra Merkez,2024-09-08,4,2,345.18
M5,Altunizade,Üsküdar to Samandıra Merkez,2024-09-08,4,60,346.44
M5,Kısıklı,Üsküdar to Samandıra Merkez,2024-09-08,4,0,289.42
M5,Bulgurlu,Üsküdar to Samandıra Merkez,2024-09-08,4,0,304.95
M5,Ümraniye,Üsküdar to Samandıra Merkez,2024-09-08,4,4,317.06
M5,Çarşı,Üsküdar to Samandıra Merkez,2024-09-08,4,3,322.51
M5,Yamanevler,Üsküdar to Samandıra Merkez,2024-09-08,4,1,327.76
M5,Çakmak,Üsküdar to Samandıra Merkez,2024-09-08,4,1,333.85
M5,Ihlamurkuyu,Üsküdar to Samandıra Merkez,2024-09-08,4,1,338.6
M5,Altınşehir,Üsküdar to Samandıra Merkez,2024-09-08,4,0,342.31
M5,İmam Hatip Lisesi,Üsküdar to Samandıra Merkez,2024-09-08,4,0,346.2
M5,Dudullu,Üsküdar to Samandıra Merkez,2024-09-08,4,4,349.24
M5,Necip Fazıl,Üsküdar to Samandıra Merkez,2024-09-08,4,3,350.08
M5,Çekmeköy,Üsküdar to Samandıra Merkez,2024-09-08,4,1,349.26
M5,Meclis,Üsküdar to Samandıra Merkez,2024-09-08,4,0,350.63
M5,Sarıgazi,Üsküdar to Samandıra Merkez,2024-09-08,4,0,352.69
M5,Sancaktepe,Üsküdar to Samandıra Merkez,2024-09-08,4,1,354.3
M5,Samandıra Merkez,Üsküdar to Samandıra Merkez,2024-09-08,4,0,360.0
M5,Samandıra Merkez,Samandıra Merkez to Üsküdar,2024-09-08,4,0,360.0
M5,Sancaktepe,Samandıra Merkez to Üsküdar,2024-09-08,4,1,360.0
M5,Sarıgazi,Samandıra Merkez to Üsküdar,2024-09-08,4,0,359.0
M5,Meclis,Samandıra Merkez to Üsküdar,2024-09-08,4,0,359.22
M5,Çekmeköy,Samandıra Merkez to Üsküdar,2024-09-08,4,1,359.39
M5,Necip Fazıl,Samandıra Merkez to Üsküdar,2024-09-08,4,3,358.53
M5,Dudullu,Samandıra Merkez to Üsküdar,2024-09-08,4,4,355.85
M5,İmam Hatip Lisesi,Samandıra Merkez to Üsküdar,2024-09-08,4,0,353.72
M5,Altınşehir,Samandıra Merkez to Üsküdar,2024-09-08,4,0,355.1
M5,Ihlamurkuyu,Samandıra Merkez to Üsküdar,2024-09-08,4,1,356.18
M5,Çakmak,Samandıra Merkez to Üsküdar,2024-09-08,4,1,356.02
M5,Yamanevler,Samandıra Merkez to Üsküdar,2024-09-08,4,1,355.89
M5,Çarşı,Samandıra Merkez to Üsküdar,2024-09-08,4,3,355.8
M5,Ümraniye,Samandıra Merkez to Üsküdar,2024-09-08,4,4,353.72
M5,Bulgurlu,Samandıra Merkez to Üsküdar,2024-09-08,4,0,351.1
M5,Kısıklı,Samandıra Merkez to Üsküdar,2024-09-08,4,0,353.06
M5,Altunizade,Samandıra Merkez to Üsküdar,2024-09-08,4,60,354.59
M5,Bağlarbaşı,Samandıra Merkez to Üsküdar,2024-09-08,4,2,295.78
M5,Fıstıkağacı,Samandıra Merkez to Üsküdar,2024-09-08,4,0,307.91
M5,Üsküdar,Samandıra Merkez to Üsküdar,2024-09-08,4,19,360.0
M5,Üsküdar,Üsküdar to Samandıra Merkez,2024-09-08,5,15,360.0
M5,Fıstıkağacı,Üsküdar to Samandıra Merkez,2024-09-08,5,0,345.0
M5,Bağlarbaşı,Üsküdar to Samandıra Merkez,2024-09-08,5,6,348.3
M5,Altunizade,Üsküdar to Samandıra Merkez,2024-09-08,5,62,344.87
M5,Kısıklı,Üsküdar to Samandıra Merkez,2024-09-08,5,2,286.2
M5,Bulgurlu,Üsküdar to Samandıra Merkez,2024-09-08,5,27,300.44
M5,Ümraniye,Üsküdar to Samandıra Merkez,2024-09-08,5,20,286.54
M5,Çarşı,Üsküdar to Samandıra Merkez,2024-09-08,5,33,282.7
M5,Yamanevler,Üsküdar to Samandıra Merkez,2024-09-08,5,11,266.71
M5,Çakmak,Üsküdar to Samandıra Merkez,2024-09-08,5,18,276.23
M5,Ihlamurkuyu,Üsküdar to Samandıra Merkez,2024-09-08,5,9,276.66
M5,Altınşehir,Üsküdar to Samandıra Merkez,2024-09-08,5,0,286.0
M5,İmam Hatip Lisesi,Üsküdar to Samandıra Merkez,2024-09-08,5,0,302.28
M5,Dudullu,Üsküdar to Samandıra Merkez,2024-09-08,5,6,314.98
M5,Necip Fazıl,Üsküdar to Samandıra Merkez,2024-09-08,5,7,329.24
M5,Çekmeköy,Üsküdar to Samandıra Merkez,2024-09-08,5,27,329.0
M5,Meclis,Üsküdar to Samandıra Merkez,2024-09-08,5,9,308.82
M5,Sarıgazi,Üsküdar to Samandıra Merkez,2024-09-08,5,0,311.08
M5,Sancaktepe,Üsküdar to Samandıra Merkez,2024-09-08,5,8,321.84
M5,Samandıra Merkez,Üsküdar to Samandıra Merkez,2024-09-08,5,0,360.0
M5,Samandıra Merkez,Samandıra Merkez to Üsküdar,2024-09-08,5,0,360.0
M5,Sancaktepe,Samandıra Merkez to Üsküdar,2024-09-08,5,8,360.0
M5,Sarıgazi,Samandıra Merkez to Üsküdar,2024-09-08,5,0,352.0
M5,Meclis,Samandıra Merkez to Üsküdar,2024-09-08,5,9,353.76
M5,Çekmeköy,Samandıra Merkez to Üsküdar,2024-09-08,5,27,346.13
M5,Necip Fazıl,Samandıra Merkez to Üsküdar,2024-09-08,5,7,322.18
M5,Dudullu,Samandıra Merkez to Üsküdar,2024-09-08,5,6,323.5
M5,İmam Hatip Lisesi,Samandıra Merkez to Üsküdar,2024-09-08,5,0,333.93
M5,Altınşehir,Samandıra Merkez to Üsküdar,2024-09-08,5,0,339.66
M5,Ihlamurkuyu,Samandıra Merkez to Üsküdar,2024-09-08,5,9,344.14
M5,Çakmak,Samandıra Merkez to Üsküdar,2024-09-08,5,18,338.63
M5,Yamanevler,Samandıra Merkez to Üsküdar,2024-09-08,5,11,325.33
M5,Çarşı,Samandıra Merkez to Üsküdar,2024-09-08,5,33,321.96
M5,Ümraniye,Samandıra Merkez to Üsküdar,2024-09-08,5,20,297.33
M5,Bulgurlu,Samandıra Merkez to Üsküdar,2024-09-08,5,27,291.11
M5,Kısıklı,Samandıra Merkez to Üsküdar,2024-09-08,5,2,279.27
M5,Altunizade,Samandıra Merkez to Üsküdar,2024-09-08,5,62,295.03
M5,Bağlarbaşı,Samandıra Merkez to Üsküdar,2024-09-08,5,6,247.32
M5,Fıstıkağacı,Samandıra Merkez to Üsküdar,2024-09-08,5,0,266.11
M5,Üsküdar,Samandıra Merkez to Üsküdar,2024-09-08,5,15,360.0
M5,Üsküdar,Üsküdar to Samandıra Merkez,2024-09-08,6,134,360.0
M5,Fıstıkağacı,Üsküdar to Samandıra Merkez,2024-09-08,6,0,226.0
M5,Bağlarbaşı,Üsküdar to Samandıra Merkez,2024-09-08,6,24,255.48
M5,Altunizade,Üsküdar to Samandıra Merkez,2024-09-08,6,96,254.47
M5,Kısıklı,Üsküdar to Samandıra Merkez,2024-09-08,6,37,181.69
M5,Bulgurlu,Üsküdar to Samandıra Merkez,2024-09-08,6,126,183.92
M5,Ümraniye,Üsküdar to Samandıra Merkez,2024-09-08,6,120,96.66
M5,Çarşı,Üsküdar to Samandıra Merkez,2024-09-08,6,140,34.59
M5,Yamanevler,Üsküdar to Samandıra Merkez,2024-09-08,6,50,0.0
M5,Çakmak,Üsküdar to Samandıra Merkez,2024-09-08,6,118,29.2
M5,Ihlamurkuyu,Üsküdar to Samandıra Merkez,2024-09-08,6,74,0.0
M5,Altınşehir,Üsküdar to Samandıra Merkez,2024-09-08,6,0,5.2
M5,İmam Hatip Lisesi,Üsküdar to Samandıra Merkez,2024-09-08,6,0,83.26
M5,Dudullu,Üsküdar to Samandıra Merkez,2024-09-08,6,139,144.14
M5,Necip Fazıl,Üsküdar to Samandıra Merkez,2024-09-08,6,40,102.28
M5,Çekmeköy,Üsküdar to Samandıra Merkez,2024-09-08,6,183,118.98
M5,Meclis,Üsküdar to Samandıra Merkez,2024-09-08,6,81,0.0
M5,Sarıgazi,Üsküdar to Samandıra Merkez,2024-09-08,6,0,0.0
M5,Sancaktepe,Üsküdar to Samandıra Merkez,2024-09-08,6,36,79.2
M5,Samandıra Merkez,Üsküdar to Samandıra Merkez,2024-09-08,6,0,360.0
M5,Samandıra Merkez,Samandıra Merkez to Üsküdar,2024-09-08,6,0,360.0
M5,Sancaktepe,Samandıra Merkez to Üsküdar,2024-09-08,6,36,360.0
M5,Sarıgazi,Samandıra Merkez to Üsküdar,2024-09-08,6,0,324.0
M5,Meclis,Samandıra Merkez to Üsküdar,2024-09-08,6,81,331.92
M5,Çekmeköy,Samandıra Merkez to Üsküdar,2024-09-08,6,183,257.1
M5,Necip Fazıl,Samandıra Merkez to Üsküdar,2024-09-08,6,40,96.74
M5,Dudullu,Samandıra Merkez to Üsküdar,2024-09-08,6,139,114.65
M5,İmam Hatip Lisesi,Samandıra Merkez to Üsküdar,2024-09-08,6,0,86.06
M5,Altınşehir,Samandıra Merkez to Üsküdar,2024-09-08,6,0,146.33
M5,Ihlamurkuyu,Samandıra Merkez to Üsküdar,2024-09-08,6,74,193.33
M5,Çakmak,Samandıra Merkez to Üsküdar,2024-09-08,6,118,156.0
M5,Yamanevler,Samandıra Merkez to Üsküdar,2024-09-08,6,50,82.88
M5,Çarşı,Samandıra Merkez to Üsküdar,2024-09-08,6,140,93.85
M5,Ümraniye,Samandıra Merkez to Üsküdar,2024-09-08,6,120,12.4
M5,Bulgurlu,Samandıra Merkez to Üsküdar,2024-09-08,6,126,0.0
M5,Kısıklı,Samandıra Merkez to Üsküdar,2024-09-08,6,37,0.0
M5,Altunizade,Samandıra Merkez to Üsküdar,2024-09-08,6,96,42.2
M5,Bağlarbaşı,Samandıra Merkez to Üsküdar,2024-09-08,6,24,16.12
M5,Fıstıkağacı,Samandıra Merkez to Üsküdar,2024-09-08,6,0,67.77
M5,Üsküdar,Samandıra Merkez to Üsküdar,2024-09-08,6,134,360.0
M5,Üsküdar,Üsküdar to Samandıra Merkez,2024-09-08,7,259,360.0
M5,Fıstıkağacı,Üsküdar to Samandıra Merkez,2024-09-08,7,0,101.0
M5,Bağlarbaşı,Üsküdar to Samandıra Merkez,2024-09-08,7,67,157.98
M5,Altunizade,Üsküdar to Samandıra Merkez,2024-09-08,7,234,135.42
M5,Kısıklı,Üsküdar to Samandıra Merkez,2024-09-08,7,33,0.0
M5,Bulgurlu,Üsküdar to Samandıra Merkez,2024-09-08,7,224,46.2
M5,Ümraniye,Üsküdar to Samandıra Merkez,2024-09-08,7,231,0.0
M5,Çarşı,Üsküdar to Samandıra Merkez,2024-09-08,7,235,0.0
M5,Yamanevler,Üsküdar to Samandıra Merkez,2024-09-08,7,103,0.0
M5,Çakmak,Üsküdar to Samandıra Merkez,2024-09-08,7,194,0.0
M5,Ihlamurkuyu,Üsküdar to Samandıra Merkez,2024-09-08,7,138,0.0
M5,Altınşehir,Üsküdar to Samandıra Merkez,2024-09-08,7,0,0.0
M5,İmam Hatip Lisesi,Üsküdar to Samandıra Merkez,2024-09-08,7,0,79.2
M5,Dudullu,Üsküdar to Samandıra Merkez,2024-09-08,7,210,140.98
M5,Necip Fazıl,Üsküdar to Samandıra Merkez,2024-09-08,7,81,29.54
M5,Çekmeköy,Üsküdar to Samandıra Merkez,2024-09-08,7,297,21.24
M5,Meclis,Üsküdar to Samandıra Merkez,2024-09-08,7,101,0.0
M5,Sarıgazi,Üsküdar to Samandıra Merkez,2024-09-08,7,0,0.0
M5,Sancaktepe,Üsküdar to Samandıra Merkez,2024-09-08,7,59,79.2
M5,Samandıra Merkez,Üsküdar to Samandıra Merkez,2024-09-08,7,0,360.0
M5,Samandıra Merkez,Samandıra Merkez to Üsküdar,2024-09-08,7,0,360.0
M5,Sancaktepe,Samandıra Merkez to Üsküdar,2024-09-08,7,59,360.0
M5,Sarıgazi,Samandıra Merkez to Üsküdar,2024-09-08,7,0,301.0
M5,Meclis,Samandıra Merkez to Üsküdar,2024-09-08,7,101,313.98
M5,Çekmeköy,Samandıra Merkez to Üsküdar,2024-09-08,7,297,223.1
M5,Necip Fazıl,Samandıra Merkez to Üsküdar,2024-09-08,7,81,0.0
M5,Dudullu,Samandıra Merkez to Üsküdar,2024-09-08,7,210,0.0
M5,İmam Hatip Lisesi,Samandıra Merkez to Üsküdar,2024-09-08,7,0,0.0
M5,Altınşehir,Samandıra Merkez to Üsküdar,2024-09-08,7,0,79.2
M5,Ihlamurkuyu,Samandıra Merkez to Üsküdar,2024-09-08,7,138,140.98
M5,Çakmak,Samandıra Merkez to Üsküdar,2024-09-08,7,194,51.16
M5,Yamanevler,Samandıra Merkez to Üsküdar,2024-09-08,7,103,0.0
M5,Çarşı,Samandıra Merkez to Üsküdar,2024-09-08,7,235,0.0
M5,Ümraniye,Samandıra Merkez to Üsküdar,2024-09-08,7,231,0.0
M5,Bulgurlu,Samandıra Merkez to Üsküdar,2024-09-08,7,224,0.0
M5,Kısıklı,Samandıra Merkez to Üsküdar,2024-09-08,7,33,0.0
M5,Altunizade,Samandıra Merkez to Üsküdar,2024-09-08,7,234,46.2
M5,Bağlarbaşı,Samandıra Merkez to Üsküdar,2024-09-08,7,67,0.0
M5,Fıstıkağacı,Samandıra Merkez to Üsküdar,2024-09-08,7,0,12.2
M5,Üsküdar,Samandıra Merkez to Üsküdar,2024-09-08,7,259,360.0
M5,Üsküdar,Üsküdar to Samandıra Merkez,2024-09-08,8,398,360.0
M5,Fıstıkağacı,Üsküdar to Samandıra Merkez,2024-09-08,8,0,0.0
M5,Bağlarbaşı,Üsküdar to Samandıra Merkez,2024-09-08,8,101,79.2
M5,Altunizade,Üsküdar to Samandıra Merkez,2024-09-08,8,321,39.98
M5,Kısıklı,Üsküdar to Samandıra Merkez,2024-09-08,8,50,0.0
M5,Bulgurlu,Üsküdar to Samandıra Merkez,2024-09-08,8,264,29.2
M5,Ümraniye,Üsküdar to Samandıra Merkez,2024-09-08,8,300,0.0
M5,Çarşı,Üsküdar to Samandıra Merkez,2024-09-08,8,310,0.0
M5,Yamanevler,Üsküdar to Samandıra Merkez,2024-09-08,8,129,0.0
M5,Çakmak,Üsküdar to Samandıra Merkez,2024-09-08,8,216,0.0
M5,Ihlamurkuyu,Üsküdar to Samandıra Merkez,2024-09-08,8,153,0.0
M5,Altınşehir,Üsküdar to Samandıra Merkez,2024-09-08,8,0,0.0
M5,İmam Hatip Lisesi,Üsküdar to Samandıra Merkez,2024-09-08,8,0,79.2
M5,Dudullu,Üsküdar to Samandıra Merkez,2024-09-08,8,309,140.98
M5,Necip Fazıl,Üsküdar to Samandıra Merkez,2024-09-08,8,111,0.0
M5,Çekmeköy,Üsküdar to Samandıra Merkez,2024-09-08,8,432,0.0
M5,Meclis,Üsküdar to Samandıra Merkez,2024-09-08,8,133,0.0
M5,Sarıgazi,Üsküdar to Samandıra Merkez,2024-09-08,8,0,0.0
M5,Sancaktepe,Üsküdar to Samandıra Merkez,2024-09-08,8,62,79.2
