Line,Station,Direction,transition_date,transition_hour,number_of_passenger,RemainingCapacity
M2,Yenikapı,Yenikapı to Hacıosman,2024-09-01,12,1875,480.0
M2,Vezneciler-İstanbul Üniv.,Yenikapı to Hacıosman,2024-09-01,12,0,0.0
M2,Haliç,Yenikapı to Hacıosman,2024-09-01,12,234,105.6
M2,Şişhane,Yenikapı to Hacıosman,2024-09-01,12,398,0.0
M2,Taksim,Yenikapı to Hacıosman,2024-09-01,12,674,0.0
M2,Osmanbey,Yenikapı to Hacıosman,2024-09-01,12,791,0.0
M2,Şişli-Mecidiyeköy,Yenikapı to Hacıosman,2024-09-01,12,1680,0.0
M2,Gayrettepe,Yenikapı to Hacıosman,2024-09-01,12,620,0.0
M2,Levent,Yenikapı to Hacıosman,2024-09-01,12,1657,0.0
M2,4.Levent,Yenikapı to Hacıosman,2024-09-01,12,0,0.0
M2,Sanayi Mahallesi,Yenikapı to Hacıosman,2024-09-01,12,168,105.6
M2,Seyrantepe,Yenikapı to Hacıosman,2024-09-01,12,142,19.97
M2,Ayazağa-İTÜ,Yenikapı to Hacıosman,2024-09-01,12,0,0.0
M2,Atatürk Oto Sanayi,Yenikapı to Hacıosman,2024-09-01,12,78,105.6
M2,Darüşşafaka,Yenikapı to Hacıosman,2024-09-01,12,142,109.97
M2,Hacıosman,Yenikapı to Hacıosman,2024-09-01,12,522,480.0
M2,Hacıosman,Hacıosman to Yenikapı,2024-09-01,13,575,480.0
M2,Darüşşafaka,Hacıosman to Yenikapı,2024-09-01,13,150,0.0
M2,Atatürk Oto Sanayi,Hacıosman to Yenikapı,2024-09-01,13,90,0.0
M2,Ayazağa-İTÜ,Hacıosman to Yenikapı,2024-09-01,13,0,15.6
M2,Seyrantepe,Hacıosman to Yenikapı,2024-09-01,13,173,117.77
M2,Sanayi Mahallesi,Hacıosman to Yenikapı,2024-09-01,13,170,24.46
M2,4.Levent,Hacıosman to Yenikapı,2024-09-01,13,0,0.0
M2,Levent,Hacıosman to Yenikapı,2024-09-01,13,1729,105.6
M2,Gayrettepe,Hacıosman to Yenikapı,2024-09-01,13,654,0.0
M2,Şişli-Mecidiyeköy,Hacıosman to Yenikapı,2024-09-01,13,2400,0.0
M2,Osmanbey,Hacıosman to Yenikapı,2024-09-01,13,918,0.0
M2,Taksim,Hacıosman to Yenikapı,2024-09-01,13,665,0.0
M2,Şişhane,Hacıosman to Yenikapı,2024-09-01,13,498,0.0
M2,Haliç,Hacıosman to Yenikapı,2024-09-01,13,283,0.0
M2,Vezneciler-İstanbul Üniv.,Hacıosman to Yenikapı,2024-09-01,13,0,0.0
M2,Yenikapı,Hacıosman to Yenikapı,2024-09-01,13,2184,480.0
M2,Yenikapı,Yenikapı to Hacıosman,2024-09-01,13,2184,480.0
M2,Vezneciler-İstanbul Üniv.,Yenikapı to Hacıosman,2024-09-01,13,0,0.0
M2,Haliç,Yenikapı to Hacıosman,2024-09-01,13,283,105.6
M2,Şişhane,Yenikapı to Hacıosman,2024-09-01,13,498,0.0
M2,Taksim,Yenikapı to Hacıosman,2024-09-01,13,665,0.0
M2,Osmanbey,Yenikapı to Hacıosman,2024-09-01,13,918,0.0
M2,Şişli-Mecidiyeköy,Yenikapı to Hacıosman,2024-09-01,13,2400,0.0
M2,Gayrettepe,Yenikapı to Hacıosman,2024-09-01,13,654,0.0
M2,Levent,Yenikapı to Hacıosman,2024-09-01,13,1729,0.0
M2,4.Levent,Yenikapı to Hacıosman,2024-09-01,13,0,0.0
M2,Sanayi Mahallesi,Yenikapı to Hacıosman,2024-09-01,13,170,105.6
M2,Seyrantepe,Yenikapı to Hacıosman,2024-09-01,13,173,17.97
M2,Ayazağa-İTÜ,Yenikapı to Hacıosman,2024-09-01,13,0,0.0
M2,Atatürk Oto Sanayi,Yenikapı to Hacıosman,2024-09-01,13,90,105.6
M2,Darüşşafaka,Yenikapı to Hacıosman,2024-09-01,13,150,97.97
M2,Hacıosman,Yenikapı to Hacıosman,2024-09-01,13,575,480.0
M2,Hacıosman,Hacıosman to Yenikapı,2024-09-01,14,544,480.0
M2,Darüşşafaka,Hacıosman to Yenikapı,2024-09-01,14,135,0.0
M2,Atatürk Oto Sanayi,Hacıosman to Yenikapı,2024-09-01,14,127,0.0
M2,Ayazağa-İTÜ,Hacıosman to Yenikapı,2024-09-01,14,0,0.0
M2,Seyrantepe,Hacıosman to Yenikapı,2024-09-01,14,217,105.6
M2,Sanayi Mahallesi,Hacıosman to Yenikapı,2024-09-01,14,210,0.0
M2,4.Levent,Hacıosman to Yenikapı,2024-09-01,14,0,0.0
M2,Levent,Hacıosman to Yenikapı,2024-09-01,14,1738,105.6
M2,Gayrettepe,Hacıosman to Yenikapı,2024-09-01,14,729,0.0
M2,Şişli-Mecidiyeköy,Hacıosman to Yenikapı,2024-09-01,14,2510,0.0
M2,Osmanbey,Hacıosman to Yenikapı,2024-09-01,14,1039,0.0
M2,Taksim,Hacıosman to Yenikapı,2024-09-01,14,746,0.0
M2,Şişhane,Hacıosman to Yenikapı,2024-09-01,14,521,0.0
M2,Haliç,Hacıosman to Yenikapı,2024-09-01,14,376,0.0
M2,Vezneciler-İstanbul Üniv.,Hacıosman to Yenikapı,2024-09-01,14,0,0.0
M2,Yenikapı,Hacıosman to Yenikapı,2024-09-01,14,2492,480.0
M2,Yenikapı,Yenikapı to Hacıosman,2024-09-01,14,2492,480.0
M2,Vezneciler-İstanbul Üniv.,Yenikapı to Hacıosman,2024-09-01,14,0,0.0
M2,Haliç,Yenikapı to Hacıosman,2024-09-01,14,376,105.6
M2,Şişhane,Yenikapı to Hacıosman,2024-09-01,14,521,0.0
M2,Taksim,Yenikapı to Hacıosman,2024-09-01,14,746,0.0
M2,Osmanbey,Yenikapı to Hacıosman,2024-09-01,14,1039,0.0
M2,Şişli-Mecidiyeköy,Yenikapı to Hacıosman,2024-09-01,14,2510,0.0
M2,Gayrettepe,Yenikapı to Hacıosman,2024-09-01,14,729,0.0
M2,Levent,Yenikapı to Hacıosman,2024-09-01,14,1738,0.0
M2,4.Levent,Yenikapı to Hacıosman,2024-09-01,14,0,0.0
M2,Sanayi Mahallesi,Yenikapı to Hacıosman,2024-09-01,14,210,105.6
M2,Seyrantepe,Yenikapı to Hacıosman,2024-09-01,14,217,0.0
M2,Ayazağa-İTÜ,Yenikapı to Hacıosman,2024-09-01,14,0,0.0
M2,Atatürk Oto Sanayi,Yenikapı to Hacıosman,2024-09-01,14,127,105.6
M2,Darüşşafaka,Yenikapı to Hacıosman,2024-09-01,14,135,60.97
M2,Hacıosman,Yenikapı to Hacıosman,2024-09-01,14,544,480.0
M2,Hacıosman,Hacıosman to Yenikapı,2024-09-01,15,609,480.0
M2,Darüşşafaka,Hacıosman to Yenikapı,2024-09-01,15,203,0.0
M2,Atatürk Oto Sanayi,Hacıosman to Yenikapı,2024-09-01,15,150,0.0
M2,Ayazağa-İTÜ,Hacıosman to Yenikapı,2024-09-01,15,0,0.0
M2,Seyrantepe,Hacıosman to Yenikapı,2024-09-01,15,189,105.6
M2,Sanayi Mahallesi,Hacıosman to Yenikapı,2024-09-01,15,220,0.0
M2,4.Levent,Hacıosman to Yenikapı,2024-09-01,15,0,0.0
M2,Levent,Hacıosman to Yenikapı,2024-09-01,15,1912,105.6
M2,Gayrettepe,Hacıosman to Yenikapı,2024-09-01,15,811,0.0
M2,Şişli-Mecidiyeköy,Hacıosman to Yenikapı,2024-09-01,15,2534,0.0
M2,Osmanbey,Hacıosman to Yenikapı,2024-09-01,15,1073,0.0
M2,Taksim,Hacıosman to Yenikapı,2024-09-01,15,1166,0.0
M2,Şişhane,Hacıosman to Yenikapı,2024-09-01,15,699,0.0
M2,Haliç,Hacıosman to Yenikapı,2024-09-01,15,518,0.0
M2,Vezneciler-İstanbul Üniv.,Hacıosman to Yenikapı,2024-09-01,15,0,0.0
M2,Yenikapı,Hacıosman to Yenikapı,2024-09-01,15,2405,480.0
M2,Yenikapı,Yenikapı to Hacıosman,2024-09-01,15,2405,480.0
M2,Vezneciler-İstanbul Üniv.,Yenikapı to Hacıosman,2024-09-01,15,0,0.0
M2,Haliç,Yenikapı to Hacıosman,2024-09-01,15,518,105.6
M2,Şişhane,Yenikapı to Hacıosman,2024-09-01,15,699,0.0
M2,Taksim,Yenikapı to Hacıosman,2024-09-01,15,1166,0.0
M2,Osmanbey,Yenikapı to Hacıosman,2024-09-01,15,1073,0.0
M2,Şişli-Mecidiyeköy,Yenikapı to Hacıosman,2024-09-01,15,2534,0.0
M2,Gayrettepe,Yenikapı to Hacıosman,2024-09-01,15,811,0.0
M2,Levent,Yenikapı to Hacıosman,2024-09-01,15,1912,0.0
M2,4.Levent,Yenikapı to Hacıosman,2024-09-01,15,0,0.0
M2,Sanayi Mahallesi,Yenikapı to Hacıosman,2024-09-01,15,220,105.6
M2,Seyrantepe,Yenikapı to Hacıosman,2024-09-01,15,189,0.0
M2,Ayazağa-İTÜ,Yenikapı to Hacıosman,2024-09-01,15,0,0.0
M2,Atatürk Oto Sanayi,Yenikapı to Hacıosman,2024-09-01,15,150,105.6
M2,Darüşşafaka,Yenikapı to Hacıosman,2024-09-01,15,203,37.97
M2,Hacıosman,Yenikapı to Hacıosman,2024-09-01,15,609,480.0
M2,Hacıosman,Hacıosman to Yenikapı,2024-09-01,16,631,480.0
M2,Darüşşafaka,Hacıosman to Yenikapı,2024-09-01,16,178,0.0
M2,Atatürk Oto Sanayi,Hacıosman to Yenikapı,2024-09-01,16,136,0.0
M2,Ayazağa-İTÜ,Hacıosman to Yenikapı,2024-09-01,16,0,0.0
M2,Seyrantepe,Hacıosman to Yenikapı,2024-09-01,16,248,105.6
M2,Sanayi Mahallesi,Hacıosman to Yenikapı,2024-09-01,16,205,0.0
M2,4.Levent,Hacıosman to Yenikapı,2024-09-01,16,0,0.0
M2,Levent,Hacıosman to Yenikapı,2024-09-01,16,2135,105.6
M2,Gayrettepe,Hacıosman to Yenikapı,2024-09-01,16,816,0.0
M2,Şişli-Mecidiyeköy,Hacıosman to Yenikapı,2024-09-01,16,2819,0.0
M2,Osmanbey,Hacıosman to Yenikapı,2024-09-01,16,1314,0.0
M2,Taksim,Hacıosman to Yenikapı,2024-09-01,16,1316,0.0
M2,Şişhane,Hacıosman to Yenikapı,2024-09-01,16,823,0.0
M2,Haliç,Hacıosman to Yenikapı,2024-09-01,16,668,0.0
M2,Vezneciler-İstanbul Üniv.,Hacıosman to Yenikapı,2024-09-01,16,0,0.0
M2,Yenikapı,Hacıosman to Yenikapı,2024-09-01,16,2544,480.0
M2,Yenikapı,Yenikapı to Hacıosman,2024-09-01,16,2544,480.0
M2,Vezneciler-İstanbul Üniv.,Yenikapı to Hacıosman,2024-09-01,16,0,0.0
M2,Haliç,Yenikapı to Hacıosman,2024-09-01,16,668,105.6
M2,Şişhane,Yenikapı to Hacıosman,2024-09-01,16,823,0.0
M2,Taksim,Yenikapı to Hacıosman,2024-09-01,16,1316,0.0
M2,Osmanbey,Yenikapı to Hacıosman,2024-09-01,16,1314,0.0
M2,Şişli-Mecidiyeköy,Yenikapı to Hacıosman,2024-09-01,16,2819,0.0
M2,Gayrettepe,Yenikapı to Hacıosman,2024-09-01,16,816,0.0
M2,Levent,Yenikapı to Hacıosman,2024-09-01,16,2135,0.0
M2,4.Levent,Yenikapı to Hacıosman,2024-09-01,16,0,0.0
M2,Sanayi Mahallesi,Yenikapı to Hacıosman,2024-09-01,16,205,105.6
M2,Seyrantepe,Yenikapı to Hacıosman,2024-09-01,16,248,0.0
M2,Ayazağa-İTÜ,Yenikapı to Hacıosman,2024-09-01,16,0,0.0
M2,Atatürk Oto Sanayi,Yenikapı to Hacıosman,2024-09-01,16,136,105.6
M2,Darüşşafaka,Yenikapı to Hacıosman,2024-09-01,16,178,51.97
M2,Hacıosman,Yenikapı to Hacıosman,2024-09-01,16,631,480.0
M2,Hacıosman,Hacıosman to Yenikapı,2024-09-01,17,569,480.0
M2,Darüşşafaka,Hacıosman to Yenikapı,2024-09-01,17,148,0.0
M2,Atatürk Oto Sanayi,Hacıosman to Yenikapı,2024-09-01,17,144,0.0
M2,Ayazağa-İTÜ,Hacıosman to Yenikapı,2024-09-01,17,0,0.0
M2,Seyrantepe,Hacıosman to Yenikapı,2024-09-01,17,277,105.6
M2,Sanayi Mahallesi,Hacıosman to Yenikapı,2024-09-01,17,201,0.0
M2,4.Levent,Hacıosman to Yenikapı,2024-09-01,17,0,0.0
M2,Levent,Hacıosman to Yenikapı,2024-09-01,17,2153,105.6
M2,Gayrettepe,Hacıosman to Yenikapı,2024-09-01,17,910,0.0
M2,Şişli-Mecidiyeköy,Hacıosman to Yenikapı,2024-09-01,17,2522,0.0
M2,Osmanbey,Hacıosman to Yenikapı,2024-09-01,17,1282,0.0
M2,Taksim,Hacıosman to Yenikapı,2024-09-01,17,1309,0.0
M2,Şişhane,Hacıosman to Yenikapı,2024-09-01,17,941,0.0
M2,Haliç,Hacıosman to Yenikapı,2024-09-01,17,655,0.0
M2,Vezneciler-İstanbul Üniv.,Hacıosman to Yenikapı,2024-09-01,17,0,0.0
M2,Yenikapı,Hacıosman to Yenikapı,2024-09-01,17,2449,480.0
M2,Yenikapı,Yenikapı to Hacıosman,2024-09-01,17,2449,480.0
M2,Vezneciler-İstanbul Üniv.,Yenikapı to Hacıosman,2024-09-01,17,0,0.0
M2,Haliç,Yenikapı to Hacıosman,2024-09-01,17,655,105.6
M2,Şişhane,Yenikapı to Hacıosman,2024-09-01,17,941,0.0
M2,Taksim,Yenikapı to Hacıosman,2024-09-01,17,1309,0.0
M2,Osmanbey,Yenikapı to Hacıosman,2024-09-01,17,1282,0.0
M2,Şişli-Mecidiyeköy,Yenikapı to Hacıosman,2024-09-01,17,2522,0.0
M2,Gayrettepe,Yenikapı to Hacıosman,2024-09-01,17,910,0.0
M2,Levent,Yenikapı to Hacıosman,2024-09-01,17,2153,0.0
M2,4.Levent,Yenikapı to Hacıosman,2024-09-01,17,0,0.0
M2,Sanayi Mahallesi,Yenikapı to Hacıosman,2024-09-01,17,201,105.6
M2,Seyrantepe,Yenikapı to Hacıosman,2024-09-01,17,277,0.0
M2,Ayazağa-İTÜ,Yenikapı to Hacıosman,2024-09-01,17,0,0.0
M2,Atatürk Oto Sanayi,Yenikapı to Hacıosman,2024-09-01,17,144,105.6
M2,Darüşşafaka,Yenikapı to Hacıosman,2024-09-01,17,148,43.97
M2,Hacıosman,Yenikapı to Hacıosman,2024-09-01,17,569,480.0
M2,Hacıosman,Hacıosman to Yenikapı,2024-09-01,18,550,480.0
M2,Darüşşafaka,Hacıosman to Yenikapı,2024-09-01,18,192,0.0
M2,Atatürk Oto Sanayi,Hacıosman to Yenikapı,2024-09-01,18,150,0.0
M2,Ayazağa-İTÜ,Hacıosman to Yenikapı,2024-09-01,18,0,0.0
M2,Seyrantepe,Hacıosman to Yenikapı,2024-09-01,18,250,105.6
M2,Sanayi Mahallesi,Hacıosman to Yenikapı,2024-09-01,18,168,0.0
M2,4.Levent,Hacıosman to Yenikapı,2024-09-01,18,0,0.0
M2,Levent,Hacıosman to Yenikapı,2024-09-01,18,2008,105.6
M2,Gayrettepe,Hacıosman to Yenikapı,2024-09-01,18,855,0.0
M2,Şişli-Mecidiyeköy,Hacıosman to Yenikapı,2024-09-01,18,2589,0.0
M2,Osmanbey,Hacıosman to Yenikapı,2024-09-01,18,1216,0.0
M2,Taksim,Hacıosman to Yenikapı,2024-09-01,18,1443,0.0
M2,Şişhane,Hacıosman to Yenikapı,2024-09-01,18,855,0.0
M2,Haliç,Hacıosman to Yenikapı,2024-09-01,18,765,0.0
M2,Vezneciler-İstanbul Üniv.,Hacıosman to Yenikapı,2024-09-01,18,0,0.0
M2,Yenikapı,Hacıosman to Yenikapı,2024-09-01,18,2639,480.0
M2,Yenikapı,Yenikapı to Hacıosman,2024-09-01,18,2639,480.0
M2,Vezneciler-İstanbul Üniv.,Yenikapı to Hacıosman,2024-09-01,18,0,0.0
M2,Haliç,Yenikapı to Hacıosman,2024-09-01,18,765,105.6
M2,Şişhane,Yenikapı to Hacıosman,2024-09-01,18,855,0.0
M2,Taksim,Yenikapı to Hacıosman,2024-09-01,18,1443,0.0
M2,Osmanbey,Yenikapı to Hacıosman,2024-09-01,18,1216,0.0
M2,Şişli-Mecidiyeköy,Yenikapı to Hacıosman,2024-09-01,18,2589,0.0
M2,Gayrettepe,Yenikapı to Hacıosman,2024-09-01,18,855,0.0
M2,Levent,Yenikapı to Hacıosman,2024-09-01,18,2008,0.0
M2,4.Levent,Yenikapı to Hacıosman,2024-09-01,18,0,0.0
M2,Sanayi Mahallesi,Yenikapı to Hacıosman,2024-09-01,18,168,105.6
M2,Seyrantepe,Yenikapı to Hacıosman,2024-09-01,18,250,19.97
M2,Ayazağa-İTÜ,Yenikapı to Hacıosman,2024-09-01,18,0,0.0
M2,Atatürk Oto Sanayi,Yenikapı to Hacıosman,2024-09-01,18,150,105.6
M2,Darüşşafaka,Yenikapı to Hacıosman,2024-09-01,18,192,37.97
M2,Hacıosman,Yenikapı to Hacıosman,2024-09-01,18,550,480.0
M2,Hacıosman,Hacıosman to Yenikapı,2024-09-01,19,550,480.0
M2,Darüşşafaka,Hacıosman to Yenikapı,2024-09-01,19,118,0.0
M2,Atatürk Oto Sanayi,Hacıosman to Yenikapı,2024-09-01,19,116,0.0
M2,Ayazağa-İTÜ,Hacıosman to Yenikapı,2024-09-01,19,0,0.0
M2,Seyrantepe,Hacıosman to Yenikapı,2024-09-01,19,272,105.6
M2,Sanayi Mahallesi,Hacıosman to Yenikapı,2024-09-01,19,173,0.0
M2,4.Levent,Hacıosman to Yenikapı,2024-09-01,19,0,0.0
M2,Levent,Hacıosman to Yenikapı,2024-09-01,19,1908,105.6
M2,Gayrettepe,Hacıosman to Yenikapı,2024-09-01,19,823,0.0
M2,Şişli-Mecidiyeköy,Hacıosman to Yenikapı,2024-09-01,19,2116,0.0
M2,Osmanbey,Hacıosman to Yenikapı,2024-09-01,19,1168,0.0
M2,Taksim,Hacıosman to Yenikapı,2024-09-01,19,1443,0.0
M2,Şişhane,Hacıosman to Yenikapı,2024-09-01,19,941,0.0
M2,Haliç,Hacıosman to Yenikapı,2024-09-01,19,727,0.0
M2,Vezneciler-İstanbul Üniv.,Hacıosman to Yenikapı,2024-09-01,19,0,0.0
M2,Yenikapı,Hacıosman to Yenikapı,2024-09-01,19,2866,480.0
M2,Yenikapı,Yenikapı to Hacıosman,2024-09-01,19,2866,480.0
M2,Vezneciler-İstanbul Üniv.,Yenikapı to Hacıosman,2024-09-01,19,0,0.0
M2,Haliç,Yenikapı to Hacıosman,2024-09-01,19,727,105.6
M2,Şişhane,Yenikapı to Hacıosman,2024-09-01,19,941,0.0
M2,Taksim,Yenikapı to Hacıosman,2024-09-01,19,1443,0.0
M2,Osmanbey,Yenikapı to Hacıosman,2024-09-01,19,1168,0.0
M2,Şişli-Mecidiyeköy,Yenikapı to Hacıosman,2024-09-01,19,2116,0.0
M2,Gayrettepe,Yenikapı to Hacıosman,2024-09-01,19,823,0.0
M2,Levent,Yenikapı to Hacıosman,2024-09-01,19,1908,0.0
M2,4.Levent,Yenikapı to Hacıosman,2024-09-01,19,0,0.0
M2,Sanayi Mahallesi,Yenikapı to Hacıosman,2024-09-01,19,173,105.6
M2,Seyrantepe,Yenikapı to Hacıosman,2024-09-01,19,272,14.97
M2,Ayazağa-İTÜ,Yenikapı to Hacıosman,2024-09-01,19,0,0.0
M2,Atatürk Oto Sanayi,Yenikapı to Hacıosman,2024-09-01,19,116,105.6
M2,Darüşşafaka,Yenikapı to Hacıosman,2024-09-01,19,118,71.97
M2,Hacıosman,Yenikapı to Hacıosman,2024-09-01,19,550,480.0
M2,Hacıosman,Hacıosman to Yenikapı,2024-09-01,20,459,480.0
M2,Darüşşafaka,Hacıosman to Yenikapı,2024-09-01,20,82,21.0
M2,Atatürk Oto Sanayi,Hacıosman to Yenikapı,2024-09-01,20,100,39.98
M2,Ayazağa-İTÜ,Hacıosman to Yenikapı,2024-09-01,20,0,36.78
M2,Seyrantepe,Hacıosman to Yenikapı,2024-09-01,20,228,134.29
M2,Sanayi Mahallesi,Hacıosman to Yenikapı,2024-09-01,20,136,0.0
M2,4.Levent,Hacıosman to Yenikapı,2024-09-01,20,0,0.0
M2,Levent,Hacıosman to Yenikapı,2024-09-01,20,1715,105.6
M2,Gayrettepe,Hacıosman to Yenikapı,2024-09-01,20,702,0.0
M2,Şişli-Mecidiyeköy,Hacıosman to Yenikapı,2024-09-01,20,1892,0.0
M2,Osmanbey,Hacıosman to Yenikapı,2024-09-01,20,1101,0.0
M2,Taksim,Hacıosman to Yenikapı,2024-09-01,20,1420,0.0
M2,Şişhane,Hacıosman to Yenikapı,2024-09-01,20,990,0.0
M2,Haliç,Hacıosman to Yenikapı,2024-09-01,20,798,0.0
M2,Vezneciler-İstanbul Üniv.,Hacıosman to Yenikapı,2024-09-01,20,0,0.0
M2,Yenikapı,Hacıosman to Yenikapı,2024-09-01,20,2296,480.0
M2,Yenikapı,Yenikapı to Hacıosman,2024-09-01,20,2296,480.0
M2,Vezneciler-İstanbul Üniv.,Yenikapı to Hacıosman,2024-09-01,20,0,0.0
M2,Haliç,Yenikapı to Hacıosman,2024-09-01,20,798,105.6
M2,Şişhane,Yenikapı to Hacıosman,2024-09-01,20,990,0.0
M2,Taksim,Yenikapı to Hacıosman,2024-09-01,20,1420,0.0
M2,Osmanbey,Yenikapı to Hacıosman,2024-09-01,20,1101,0.0
M2,Şişli-Mecidiyeköy,Yenikapı to Hacıosman,2024-09-01,20,1892,0.0
M2,Gayrettepe,Yenikapı to Hacıosman,2024-09-01,20,702,0.0
M2,Levent,Yenikapı to Hacıosman,2024-09-01,20,1715,0.0
M2,4.Levent,Yenikapı to Hacıosman,2024-09-01,20,0,0.0
M2,Sanayi Mahallesi,Yenikapı to Hacıosman,2024-09-01,20,136,105.6
M2,Seyrantepe,Yenikapı to Hacıosman,2024-09-01,20,228,51.97
M2,Ayazağa-İTÜ,Yenikapı to Hacıosman,2024-09-01,20,0,0.0
M2,Atatürk Oto Sanayi,Yenikapı to Hacıosman,2024-09-01,20,100,105.6
M2,Darüşşafaka,Yenikapı to Hacıosman,2024-09-01,20,82,87.97
M2,Hacıosman,Yenikapı to Hacıosman,2024-09-01,20,459,480.0
M2,Hacıosman,Hacıosman to Yenikapı,2024-09-01,21,267,480.0
M2,Darüşşafaka,Hacıosman to Yenikapı,2024-09-01,21,35,213.0
M2,Atatürk Oto Sanayi,Hacıosman to Yenikapı,2024-09-01,21,137,236.74
M2,Ayazağa-İTÜ,Hacıosman to Yenikapı,2024-09-01,21,0,153.26
M2,Seyrantepe,Hacıosman to Yenikapı,2024-09-01,21,120,225.14
M2,Sanayi Mahallesi,Hacıosman to Yenikapı,2024-09-01,21,89,161.21
M2,4.Levent,Hacıosman to Yenikapı,2024-09-01,21,0,142.34
M2,Levent,Hacıosman to Yenikapı,2024-09-01,21,1235,216.63
M2,Gayrettepe,Hacıosman to Yenikapı,2024-09-01,21,573,0.0
M2,Şişli-Mecidiyeköy,Hacıosman to Yenikapı,2024-09-01,21,1506,0.0
M2,Osmanbey,Hacıosman to Yenikapı,2024-09-01,21,854,0.0
M2,Taksim,Hacıosman to Yenikapı,2024-09-01,21,1238,0.0
M2,Şişhane,Hacıosman to Yenikapı,2024-09-01,21,1111,0.0
M2,Haliç,Hacıosman to Yenikapı,2024-09-01,21,598,0.0
M2,Vezneciler-İstanbul Üniv.,Hacıosman to Yenikapı,2024-09-01,21,0,0.0
M2,Yenikapı,Hacıosman to Yenikapı,2024-09-01,21,1939,480.0
M2,Yenikapı,Yenikapı to Hacıosman,2024-09-01,21,1939,480.0
M2,Vezneciler-İstanbul Üniv.,Yenikapı to Hacıosman,2024-09-01,21,0,0.0
M2,Haliç,Yenikapı to Hacıosman,2024-09-01,21,598,105.6
M2,Şişhane,Yenikapı to Hacıosman,2024-09-01,21,1111,0.0
M2,Taksim,Yenikapı to Hacıosman,2024-09-01,21,1238,0.0
M2,Osmanbey,Yenikapı to Hacıosman,2024-09-01,21,854,0.0
M2,Şişli-Mecidiyeköy,Yenikapı to Hacıosman,2024-09-01,21,1506,0.0
M2,Gayrettepe,Yenikapı to Hacıosman,2024-09-01,21,573,0.0
M2,Levent,Yenikapı to Hacıosman,2024-09-01,21,1235,0.0
M2,4.Levent,Yenikapı to Hacıosman,2024-09-01,21,0,0.0
M2,Sanayi Mahallesi,Yenikapı to Hacıosman,2024-09-01,21,89,105.6
M2,Seyrantepe,Yenikapı to Hacıosman,2024-09-01,21,120,98.97
M2,Ayazağa-İTÜ,Yenikapı to Hacıosman,2024-09-01,21,0,62.8
M2,Atatürk Oto Sanayi,Yenikapı to Hacıosman,2024-09-01,21,137,154.58
M2,Darüşşafaka,Yenikapı to Hacıosman,2024-09-01,21,35,89.17
M2,Hacıosman,Yenikapı to Hacıosman,2024-09-01,21,267,480.0
M2,Hacıosman,Hacıosman to Yenikapı,2024-09-01,22,229,480.0
M2,Darüşşafaka,Hacıosman to Yenikapı,2024-09-01,22,40,251.0
M2,Atatürk Oto Sanayi,Hacıosman to Yenikapı,2024-09-01,22,73,261.38
M2,Ayazağa-İTÜ,Hacıosman to Yenikapı,2024-09-01,22,0,236.48
M2,Seyrantepe,Hacıosman to Yenikapı,2024-09-01,22,197,290.05
M2,Sanayi Mahallesi,Hacıosman to Yenikapı,2024-09-01,22,98,134.84
M2,4.Levent,Hacıosman to Yenikapı,2024-09-01,22,0,112.78
M2,Levent,Hacıosman to Yenikapı,2024-09-01,22,1299,193.56
M2,Gayrettepe,Hacıosman to Yenikapı,2024-09-01,22,581,0.0
M2,Şişli-Mecidiyeköy,Hacıosman to Yenikapı,2024-09-01,22,1279,0.0
M2,Osmanbey,Hacıosman to Yenikapı,2024-09-01,22,873,0.0
M2,Taksim,Hacıosman to Yenikapı,2024-09-01,22,1294,0.0
M2,Şişhane,Hacıosman to Yenikapı,2024-09-01,22,1089,0.0
M2,Haliç,Hacıosman to Yenikapı,2024-09-01,22,455,0.0
M2,Vezneciler-İstanbul Üniv.,Hacıosman to Yenikapı,2024-09-01,22,0,0.0
M2,Yenikapı,Hacıosman to Yenikapı,2024-09-01,22,1454,480.0
M2,Yenikapı,Yenikapı to Hacıosman,2024-09-01,22,1454,480.0
M2,Vezneciler-İstanbul Üniv.,Yenikapı to Hacıosman,2024-09-01,22,0,0.0
M2,Haliç,Yenikapı to Hacıosman,2024-09-01,22,455,105.6
M2,Şişhane,Yenikapı to Hacıosman,2024-09-01,22,1089,0.0
M2,Taksim,Yenikapı to Hacıosman,2024-09-01,22,1294,0.0
M2,Osmanbey,Yenikapı to Hacıosman,2024-09-01,22,873,0.0
M2,Şişli-Mecidiyeköy,Yenikapı to Hacıosman,2024-09-01,22,1279,0.0
M2,Gayrettepe,Yenikapı to Hacıosman,2024-09-01,22,581,0.0
M2,Levent,Yenikapı to Hacıosman,2024-09-01,22,1299,0.0
M2,4.Levent,Yenikapı to Hacıosman,2024-09-01,22,0,0.0
M2,Sanayi Mahallesi,Yenikapı to Hacıosman,2024-09-01,22,98,105.6
M2,Seyrantepe,Yenikapı to Hacıosman,2024-09-01,22,197,89.97
M2,Ayazağa-İTÜ,Yenikapı to Hacıosman,2024-09-01,22,0,0.0
M2,Atatürk Oto Sanayi,Yenikapı to Hacıosman,2024-09-01,22,73,105.6
M2,Darüşşafaka,Yenikapı to Hacıosman,2024-09-01,22,40,114.97
M2,Hacıosman,Yenikapı to Hacıosman,2024-09-01,22,229,480.0
M2,Hacıosman,Hacıosman to Yenikapı,2024-09-01,23,115,480.0
M2,Darüşşafaka,Hacıosman to Yenikapı,2024-09-01,23,35,365.0
